nombre_sec,evaluacion,categoria_delito,total,total_delitos
TLATELOLCO,primera,Robo a negocio con violencia,3,37
TLATELOLCO,primera,Robo a pasajero a bordo de taxi con violencia,1,37
TLATELOLCO,primera,Robo a repartidor con y sin violencia,2,37
TLATELOLCO,primera,Robo a transeúnte en vía pública con violencia,22,37
TLATELOLCO,primera,Robo de vehículo con violencia,1,37
TLATELOLCO,primera,Robo de vehículo sin violencia,6,37
TLATELOLCO,segunda,Homicidio doloso,7,35
TLATELOLCO,segunda,Robo a negocio con violencia,3,35
TLATELOLCO,segunda,Robo a pasajero a bordo de microbús con y sin violencia,1,35
TLATELOLCO,segunda,Robo a repartidor con y sin violencia,1,35
TLATELOLCO,segunda,Robo a transeúnte en vía pública con violencia,17,35
TLATELOLCO,segunda,Robo de vehículo sin violencia,6,35
TOPILEJO,primera,Homicidio doloso,4,67
TOPILEJO,primera,Lesiones dolosas por disparo de arma de fuego,4,67
TOPILEJO,primera,Robo a casa habitación con violencia,2,67
TOPILEJO,primera,Robo a negocio con violencia,5,67
TOPILEJO,primera,Robo a pasajero a bordo de microbús con y sin violencia,1,67
TOPILEJO,primera,Robo a repartidor con y sin violencia,5,67
TOPILEJO,primera,Robo a transeúnte en vía pública con violencia,16,67
TOPILEJO,primera,Robo a transportista con y sin violencia,1,67
TOPILEJO,primera,Robo de vehículo con violencia,15,67
TOPILEJO,primera,Robo de vehículo sin violencia,14,67
TOPILEJO,segunda,Homicidio doloso,12,87
TOPILEJO,segunda,Lesiones dolosas por disparo de arma de fuego,3,87
TOPILEJO,segunda,Robo a casa habitación con violencia,3,87
TOPILEJO,segunda,Robo a negocio con violencia,6,87
TOPILEJO,segunda,Robo a repartidor con y sin violencia,3,87
TOPILEJO,segunda,Robo a transeúnte en vía pública con violencia,19,87
TOPILEJO,segunda,Robo de vehículo con violencia,27,87
TOPILEJO,segunda,Robo de vehículo sin violencia,14,87
UNIVERSIDAD,primera,Homicidio doloso,2,71
UNIVERSIDAD,primera,Robo a casa habitación con violencia,1,71
UNIVERSIDAD,primera,Robo a cuentahabiente saliendo del cajero con violencia,1,71
UNIVERSIDAD,primera,Robo a negocio con violencia,5,71
UNIVERSIDAD,primera,Robo a pasajero a bordo de taxi con violencia,2,71
UNIVERSIDAD,primera,Robo a repartidor con y sin violencia,1,71
UNIVERSIDAD,primera,Robo a transeúnte en vía pública con violencia,27,71
UNIVERSIDAD,primera,Robo de vehículo con violencia,7,71
UNIVERSIDAD,primera,Robo de vehículo sin violencia,25,71
UNIVERSIDAD,segunda,Homicidio doloso,3,76
UNIVERSIDAD,segunda,Lesiones dolosas por disparo de arma de fuego,1,76
UNIVERSIDAD,segunda,Robo a cuentahabiente saliendo del cajero con violencia,5,76
UNIVERSIDAD,segunda,Robo a negocio con violencia,9,76
UNIVERSIDAD,segunda,Robo a pasajero a bordo de microbús con y sin violencia,9,76
UNIVERSIDAD,segunda,Robo a repartidor con y sin violencia,1,76
UNIVERSIDAD,segunda,Robo a transeúnte en vía pública con violencia,23,76
UNIVERSIDAD,segunda,Robo de vehículo con violencia,5,76
UNIVERSIDAD,segunda,Robo de vehículo sin violencia,20,76
XOTEPINGO,primera,Homicidio doloso,2,85
XOTEPINGO,primera,Robo a negocio con violencia,15,85
XOTEPINGO,primera,Robo a pasajero a bordo de taxi con violencia,1,85
XOTEPINGO,primera,Robo a repartidor con y sin violencia,2,85
XOTEPINGO,primera,Robo a transeúnte en vía pública con violencia,32,85
XOTEPINGO,primera,Robo de vehículo con violencia,7,85
XOTEPINGO,primera,Robo de vehículo sin violencia,26,85
XOTEPINGO,segunda,Homicidio doloso,3,86
XOTEPINGO,segunda,Lesiones dolosas por disparo de arma de fuego,1,86
XOTEPINGO,segunda,Robo a casa habitación con violencia,2,86
XOTEPINGO,segunda,Robo a negocio con violencia,15,86
XOTEPINGO,segunda,Robo a pasajero a bordo de microbús con y sin violencia,3,86
XOTEPINGO,segunda,Robo a pasajero a bordo de taxi con violencia,2,86
XOTEPINGO,segunda,Robo a repartidor con y sin violencia,2,86
XOTEPINGO,segunda,Robo a transeúnte en vía pública con violencia,22,86
XOTEPINGO,segunda,Robo de vehículo con violencia,8,86
XOTEPINGO,segunda,Robo de vehículo sin violencia,28,86
ZAPOTITLA,primera,Homicidio doloso,6,69
ZAPOTITLA,primera,Lesiones dolosas por disparo de arma de fuego,1,69
ZAPOTITLA,primera,Robo a negocio con violencia,7,69
ZAPOTITLA,primera,Robo a pasajero a bordo de microbús con y sin violencia,3,69
ZAPOTITLA,primera,Robo a pasajero a bordo de taxi con violencia,1,69
ZAPOTITLA,primera,Robo a repartidor con y sin violencia,1,69
ZAPOTITLA,primera,Robo a transeúnte en vía pública con violencia,17,69
ZAPOTITLA,primera,Robo de vehículo con violencia,8,69
ZAPOTITLA,primera,Robo de vehículo sin violencia,25,69
ZAPOTITLA,segunda,Homicidio doloso,5,89
ZAPOTITLA,segunda,Lesiones dolosas por disparo de arma de fuego,3,89
ZAPOTITLA,segunda,Robo a casa habitación con violencia,1,89
ZAPOTITLA,segunda,Robo a negocio con violencia,13,89
ZAPOTITLA,segunda,Robo a pasajero a bordo de microbús con y sin violencia,4,89
ZAPOTITLA,segunda,Robo a pasajero a bordo de taxi con violencia,1,89
ZAPOTITLA,segunda,Robo a repartidor con y sin violencia,3,89
ZAPOTITLA,segunda,Robo a transeúnte en vía pública con violencia,18,89
ZAPOTITLA,segunda,Robo de vehículo con violencia,6,89
ZAPOTITLA,segunda,Robo de vehículo sin violencia,35,89
ZARAGOZA,primera,Lesiones dolosas por disparo de arma de fuego,1,20
ZARAGOZA,primera,Robo a casa habitación con violencia,1,20
ZARAGOZA,primera,Robo a negocio con violencia,3,20
ZARAGOZA,primera,Robo a pasajero a bordo de taxi con violencia,1,20
ZARAGOZA,primera,Robo a repartidor con y sin violencia,1,20
ZARAGOZA,primera,Robo a transeúnte en vía pública con violencia,3,20
ZARAGOZA,primera,Robo de vehículo con violencia,6,20
ZARAGOZA,primera,Robo de vehículo sin violencia,4,20
ZARAGOZA,segunda,Robo a negocio con violencia,2,21
ZARAGOZA,segunda,Robo a pasajero a bordo de taxi con violencia,1,21
ZARAGOZA,segunda,Robo a repartidor con y sin violencia,1,21
ZARAGOZA,segunda,Robo a transeúnte en vía pública con violencia,5,21
ZARAGOZA,segunda,Robo de vehículo con violencia,2,21
ZARAGOZA,segunda,Robo de vehículo sin violencia,10,21
