nombre_sec,evaluacion,categoria_delito,total,total_delitos
NATIVITAS,primera,Robo a cuentahabiente saliendo del cajero con violencia,1,36
NATIVITAS,primera,Robo a negocio con violencia,14,36
NATIVITAS,primera,Robo a repartidor con y sin violencia,1,36
NATIVITAS,primera,Robo a transeúnte en vía pública con violencia,16,36
NATIVITAS,primera,Robo de vehículo con violencia,1,36
NATIVITAS,primera,Robo de vehículo sin violencia,3,36
NATIVITAS,segunda,Robo a cuentahabiente saliendo del cajero con violencia,1,30
NATIVITAS,segunda,Robo a negocio con violencia,5,30
NATIVITAS,segunda,Robo a repartidor con y sin violencia,1,30
NATIVITAS,segunda,Robo a transeúnte en vía pública con violencia,9,30
NATIVITAS,segunda,Robo de vehículo con violencia,2,30
NATIVITAS,segunda,Robo de vehículo sin violencia,12,30
OASIS,primera,Homicidio doloso,10,134
OASIS,primera,Lesiones dolosas por disparo de arma de fuego,3,134
OASIS,primera,Robo a casa habitación con violencia,1,134
OASIS,primera,Robo a cuentahabiente saliendo del cajero con violencia,1,134
OASIS,primera,Robo a negocio con violencia,5,134
OASIS,primera,Robo a pasajero a bordo de microbús con y sin violencia,3,134
OASIS,primera,Robo a repartidor con y sin violencia,18,134
OASIS,primera,Robo a transeúnte en vía pública con violencia,56,134
OASIS,primera,Robo de vehículo con violencia,7,134
OASIS,primera,Robo de vehículo sin violencia,30,134
OASIS,segunda,Homicidio doloso,9,116
OASIS,segunda,Lesiones dolosas por disparo de arma de fuego,6,116
OASIS,segunda,Robo a casa habitación con violencia,2,116
OASIS,segunda,Robo a cuentahabiente saliendo del cajero con violencia,2,116
OASIS,segunda,Robo a negocio con violencia,7,116
OASIS,segunda,Robo a pasajero a bordo de microbús con y sin violencia,3,116
OASIS,segunda,Robo a pasajero a bordo de taxi con violencia,1,116
OASIS,segunda,Robo a repartidor con y sin violencia,10,116
OASIS,segunda,Robo a transeúnte en vía pública con violencia,55,116
OASIS,segunda,Robo de vehículo con violencia,6,116
OASIS,segunda,Robo de vehículo sin violencia,15,116
PADIERNA,primera,Homicidio doloso,1,74
PADIERNA,primera,Robo a casa habitación con violencia,3,74
PADIERNA,primera,Robo a negocio con violencia,17,74
PADIERNA,primera,Robo a repartidor con y sin violencia,3,74
PADIERNA,primera,Robo a transeúnte en vía pública con violencia,13,74
PADIERNA,primera,Robo de vehículo con violencia,6,74
PADIERNA,primera,Robo de vehículo sin violencia,31,74
PADIERNA,segunda,Homicidio doloso,3,87
PADIERNA,segunda,Lesiones dolosas por disparo de arma de fuego,3,87
PADIERNA,segunda,Robo a casa habitación con violencia,1,87
PADIERNA,segunda,Robo a negocio con violencia,15,87
PADIERNA,segunda,Robo a repartidor con y sin violencia,4,87
PADIERNA,segunda,Robo a transeúnte en vía pública con violencia,21,87
PADIERNA,segunda,Robo de vehículo con violencia,9,87
PADIERNA,segunda,Robo de vehículo sin violencia,31,87
PANTITLAN,primera,Homicidio doloso,2,69
PANTITLAN,primera,Robo a casa habitación con violencia,1,69
PANTITLAN,primera,Robo a cuentahabiente saliendo del cajero con violencia,1,69
PANTITLAN,primera,Robo a negocio con violencia,4,69
PANTITLAN,primera,Robo a pasajero a bordo de microbús con y sin violencia,2,69
PANTITLAN,primera,Robo a pasajero a bordo de taxi con violencia,1,69
PANTITLAN,primera,Robo a repartidor con y sin violencia,3,69
PANTITLAN,primera,Robo a transeúnte en vía pública con violencia,21,69
PANTITLAN,primera,Robo a transportista con y sin violencia,3,69
PANTITLAN,primera,Robo de vehículo con violencia,10,69
PANTITLAN,primera,Robo de vehículo sin violencia,20,69
PANTITLAN,primera,Secuestro,1,69
PANTITLAN,segunda,Homicidio doloso,2,80
PANTITLAN,segunda,Robo a negocio con violencia,3,80
PANTITLAN,segunda,Robo a pasajero a bordo de microbús con y sin violencia,5,80
PANTITLAN,segunda,Robo a pasajero a bordo del metro con violencia,3,80
PANTITLAN,segunda,Robo a repartidor con y sin violencia,10,80
PANTITLAN,segunda,Robo a transeúnte en vía pública con violencia,25,80
PANTITLAN,segunda,Robo de vehículo con violencia,5,80
PANTITLAN,segunda,Robo de vehículo sin violencia,27,80
PLATEROS,primera,Homicidio doloso,5,138
PLATEROS,primera,Robo a casa habitación con violencia,1,138
PLATEROS,primera,Robo a negocio con violencia,9,138
PLATEROS,primera,Robo a pasajero a bordo de microbús con y sin violencia,3,138
PLATEROS,primera,Robo a pasajero a bordo de taxi con violencia,1,138
PLATEROS,primera,Robo a repartidor con y sin violencia,6,138
PLATEROS,primera,Robo a transeúnte en vía pública con violencia,97,138
PLATEROS,primera,Robo de vehículo con violencia,3,138
PLATEROS,primera,Robo de vehículo sin violencia,12,138
PLATEROS,primera,Secuestro,1,138
PLATEROS,segunda,Homicidio doloso,4,126
PLATEROS,segunda,Lesiones dolosas por disparo de arma de fuego,2,126
PLATEROS,segunda,Robo a casa habitación con violencia,1,126
PLATEROS,segunda,Robo a cuentahabiente saliendo del cajero con violencia,1,126
PLATEROS,segunda,Robo a negocio con violencia,7,126
PLATEROS,segunda,Robo a pasajero a bordo de microbús con y sin violencia,1,126
PLATEROS,segunda,Robo a repartidor con y sin violencia,8,126
PLATEROS,segunda,Robo a transeúnte en vía pública con violencia,81,126
PLATEROS,segunda,Robo de vehículo con violencia,5,126
PLATEROS,segunda,Robo de vehículo sin violencia,16,126
POLANCO-CASTILLO,primera,Robo a negocio con violencia,6,24
POLANCO-CASTILLO,primera,Robo a repartidor con y sin violencia,1,24
POLANCO-CASTILLO,primera,Robo a transeúnte en vía pública con violencia,11,24
POLANCO-CASTILLO,primera,Robo de vehículo con violencia,1,24
POLANCO-CASTILLO,primera,Robo de vehículo sin violencia,5,24
POLANCO-CASTILLO,segunda,Robo a negocio con violencia,1,19
POLANCO-CASTILLO,segunda,Robo a pasajero a bordo de taxi con violencia,1,19
POLANCO-CASTILLO,segunda,Robo a transeúnte en vía pública con violencia,4,19
POLANCO-CASTILLO,segunda,Robo de vehículo sin violencia,13,19
PORTALES,primera,Homicidio doloso,2,46
PORTALES,primera,Lesiones dolosas por disparo de arma de fuego,1,46
PORTALES,primera,Robo a casa habitación con violencia,1,46
PORTALES,primera,Robo a negocio con violencia,8,46
PORTALES,primera,Robo a repartidor con y sin violencia,2,46
PORTALES,primera,Robo a transeúnte en vía pública con violencia,13,46
PORTALES,primera,Robo de vehículo con violencia,3,46
PORTALES,primera,Robo de vehículo sin violencia,16,46
PORTALES,segunda,Homicidio doloso,1,51
PORTALES,segunda,Lesiones dolosas por disparo de arma de fuego,2,51
PORTALES,segunda,Robo a casa habitación con violencia,1,51
PORTALES,segunda,Robo a negocio con violencia,5,51
PORTALES,segunda,Robo a pasajero a bordo de microbús con y sin violencia,1,51
PORTALES,segunda,Robo a pasajero a bordo de taxi con violencia,1,51
PORTALES,segunda,Robo a repartidor con y sin violencia,2,51
PORTALES,segunda,Robo a transeúnte en vía pública con violencia,10,51
PORTALES,segunda,Robo de vehículo con violencia,2,51
PORTALES,segunda,Robo de vehículo sin violencia,26,51
PRADERA,primera,Homicidio doloso,4,66
PRADERA,primera,Lesiones dolosas por disparo de arma de fuego,3,66
PRADERA,primera,Robo a cuentahabiente saliendo del cajero con violencia,3,66
PRADERA,primera,Robo a negocio con violencia,5,66
PRADERA,primera,Robo a pasajero a bordo de microbús con y sin violencia,1,66
PRADERA,primera,Robo a repartidor con y sin violencia,1,66
PRADERA,primera,Robo a transeúnte en vía pública con violencia,14,66
PRADERA,primera,Robo de vehículo con violencia,12,66
PRADERA,primera,Robo de vehículo sin violencia,23,66
PRADERA,segunda,Homicidio doloso,4,73
PRADERA,segunda,Lesiones dolosas por disparo de arma de fuego,1,73
PRADERA,segunda,Robo a casa habitación con violencia,2,73
PRADERA,segunda,Robo a negocio con violencia,8,73
PRADERA,segunda,Robo a pasajero a bordo de microbús con y sin violencia,3,73
PRADERA,segunda,Robo a repartidor con y sin violencia,2,73
PRADERA,segunda,Robo a transeúnte en vía pública con violencia,19,73
PRADERA,segunda,Robo de vehículo con violencia,6,73
PRADERA,segunda,Robo de vehículo sin violencia,28,73
QUETZAL,primera,Homicidio doloso,8,116
QUETZAL,primera,Lesiones dolosas por disparo de arma de fuego,2,116
QUETZAL,primera,Robo a casa habitación con violencia,4,116
QUETZAL,primera,Robo a negocio con violencia,5,116
QUETZAL,primera,Robo a pasajero a bordo de microbús con y sin violencia,5,116
QUETZAL,primera,Robo a pasajero a bordo de taxi con violencia,1,116
QUETZAL,primera,Robo a repartidor con y sin violencia,8,116
QUETZAL,primera,Robo a transeúnte en vía pública con violencia,49,116
QUETZAL,primera,Robo de vehículo con violencia,19,116
QUETZAL,primera,Robo de vehículo sin violencia,15,116
QUETZAL,segunda,Homicidio doloso,16,124
QUETZAL,segunda,Lesiones dolosas por disparo de arma de fuego,8,124
QUETZAL,segunda,Robo a casa habitación con violencia,2,124
QUETZAL,segunda,Robo a negocio con violencia,15,124
QUETZAL,segunda,Robo a pasajero a bordo de microbús con y sin violencia,4,124
QUETZAL,segunda,Robo a repartidor con y sin violencia,6,124
QUETZAL,segunda,Robo a transeúnte en vía pública con violencia,41,124
QUETZAL,segunda,Robo de vehículo con violencia,14,124
QUETZAL,segunda,Robo de vehículo sin violencia,17,124
QUETZAL,segunda,Secuestro,1,124
QUIROGA,primera,Homicidio doloso,3,54
QUIROGA,primera,Lesiones dolosas por disparo de arma de fuego,1,54
QUIROGA,primera,Robo a cuentahabiente saliendo del cajero con violencia,1,54
QUIROGA,primera,Robo a negocio con violencia,11,54
QUIROGA,primera,Robo a repartidor con y sin violencia,4,54
QUIROGA,primera,Robo a transeúnte en vía pública con violencia,24,54
QUIROGA,primera,Robo de vehículo con violencia,3,54
QUIROGA,primera,Robo de vehículo sin violencia,7,54
QUIROGA,segunda,Homicidio doloso,2,50
QUIROGA,segunda,Lesiones dolosas por disparo de arma de fuego,2,50
QUIROGA,segunda,Robo a negocio con violencia,5,50
QUIROGA,segunda,Robo a pasajero a bordo de microbús con y sin violencia,2,50
QUIROGA,segunda,Robo a pasajero a bordo del metro con violencia,1,50
QUIROGA,segunda,Robo a repartidor con y sin violencia,2,50
QUIROGA,segunda,Robo a transeúnte en vía pública con violencia,27,50
QUIROGA,segunda,Robo de vehículo con violencia,2,50
QUIROGA,segunda,Robo de vehículo sin violencia,7,50
ROMA,primera,Homicidio doloso,1,41
ROMA,primera,Robo a negocio con violencia,2,41
ROMA,primera,Robo a transeúnte en vía pública con violencia,26,41
ROMA,primera,Robo de vehículo con violencia,2,41
ROMA,primera,Robo de vehículo sin violencia,10,41
ROMA,segunda,Robo a casa habitación con violencia,1,51
ROMA,segunda,Robo a negocio con violencia,6,51
ROMA,segunda,Robo a pasajero a bordo de taxi con violencia,1,51
ROMA,segunda,Robo a pasajero a bordo del metro con violencia,1,51
ROMA,segunda,Robo a transeúnte en vía pública con violencia,19,51
ROMA,segunda,Robo de vehículo con violencia,2,51
ROMA,segunda,Robo de vehículo sin violencia,21,51
SAN ANGEL,primera,Homicidio doloso,1,30
SAN ANGEL,primera,Robo a cuentahabiente saliendo del cajero con violencia,2,30
SAN ANGEL,primera,Robo a negocio con violencia,3,30
SAN ANGEL,primera,Robo a repartidor con y sin violencia,1,30
SAN ANGEL,primera,Robo a transeúnte en vía pública con violencia,13,30
SAN ANGEL,primera,Robo de vehículo con violencia,1,30
SAN ANGEL,primera,Robo de vehículo sin violencia,9,30
SAN ANGEL,segunda,Homicidio doloso,1,35
SAN ANGEL,segunda,Robo a negocio con violencia,5,35
SAN ANGEL,segunda,Robo a pasajero a bordo de microbús con y sin violencia,1,35
SAN ANGEL,segunda,Robo a transeúnte en vía pública con violencia,10,35
SAN ANGEL,segunda,Robo de vehículo con violencia,3,35
SAN ANGEL,segunda,Robo de vehículo sin violencia,15,35
SAN JERONIMO,primera,Homicidio doloso,4,46
SAN JERONIMO,primera,Lesiones dolosas por disparo de arma de fuego,3,46
SAN JERONIMO,primera,Robo a casa habitación con violencia,1,46
SAN JERONIMO,primera,Robo a negocio con violencia,3,46
SAN JERONIMO,primera,Robo a pasajero a bordo de taxi con violencia,2,46
SAN JERONIMO,primera,Robo a repartidor con y sin violencia,5,46
SAN JERONIMO,primera,Robo a transeúnte en vía pública con violencia,11,46
SAN JERONIMO,primera,Robo de vehículo con violencia,4,46
SAN JERONIMO,primera,Robo de vehículo sin violencia,13,46
SAN JERONIMO,segunda,Homicidio doloso,3,39
SAN JERONIMO,segunda,Lesiones dolosas por disparo de arma de fuego,2,39
SAN JERONIMO,segunda,Robo a negocio con violencia,1,39
SAN JERONIMO,segunda,Robo a pasajero a bordo de microbús con y sin violencia,1,39
SAN JERONIMO,segunda,Robo a transeúnte en vía pública con violencia,10,39
SAN JERONIMO,segunda,Robo de vehículo con violencia,2,39
SAN JERONIMO,segunda,Robo de vehículo sin violencia,20,39
SANTA CRUZ,primera,Homicidio doloso,11,98
SANTA CRUZ,primera,Lesiones dolosas por disparo de arma de fuego,1,98
SANTA CRUZ,primera,Robo a casa habitación con violencia,2,98
SANTA CRUZ,primera,Robo a cuentahabiente saliendo del cajero con violencia,2,98
SANTA CRUZ,primera,Robo a negocio con violencia,6,98
SANTA CRUZ,primera,Robo a pasajero a bordo de microbús con y sin violencia,3,98
SANTA CRUZ,primera,Robo a pasajero a bordo de taxi con violencia,1,98
SANTA CRUZ,primera,Robo a repartidor con y sin violencia,2,98
SANTA CRUZ,primera,Robo a transeúnte en vía pública con violencia,36,98
SANTA CRUZ,primera,Robo de vehículo con violencia,10,98
SANTA CRUZ,primera,Robo de vehículo sin violencia,24,98
SANTA CRUZ,segunda,Homicidio doloso,2,87
SANTA CRUZ,segunda,Lesiones dolosas por disparo de arma de fuego,5,87
SANTA CRUZ,segunda,Robo a casa habitación con violencia,1,87
SANTA CRUZ,segunda,Robo a negocio con violencia,8,87
SANTA CRUZ,segunda,Robo a pasajero a bordo de microbús con y sin violencia,1,87
SANTA CRUZ,segunda,Robo a repartidor con y sin violencia,8,87
SANTA CRUZ,segunda,Robo a transeúnte en vía pública con violencia,38,87
SANTA CRUZ,segunda,Robo de vehículo con violencia,4,87
SANTA CRUZ,segunda,Robo de vehículo sin violencia,20,87
SANTA FE,primera,Homicidio doloso,9,100
SANTA FE,primera,Lesiones dolosas por disparo de arma de fuego,3,100
SANTA FE,primera,Robo a casa habitación con violencia,1,100
SANTA FE,primera,Robo a negocio con violencia,9,100
SANTA FE,primera,Robo a pasajero a bordo de microbús con y sin violencia,1,100
SANTA FE,primera,Robo a repartidor con y sin violencia,4,100
SANTA FE,primera,Robo a transeúnte en vía pública con violencia,59,100
SANTA FE,primera,Robo de vehículo con violencia,1,100
SANTA FE,primera,Robo de vehículo sin violencia,13,100
SANTA FE,segunda,Homicidio doloso,4,94
SANTA FE,segunda,Lesiones dolosas por disparo de arma de fuego,3,94
SANTA FE,segunda,Robo a negocio con violencia,8,94
SANTA FE,segunda,Robo a pasajero a bordo de microbús con y sin violencia,1,94
SANTA FE,segunda,Robo a repartidor con y sin violencia,4,94
SANTA FE,segunda,Robo a transeúnte en vía pública con violencia,57,94
SANTA FE,segunda,Robo de vehículo con violencia,3,94
SANTA FE,segunda,Robo de vehículo sin violencia,14,94
SOTELO,primera,Robo a cuentahabiente saliendo del cajero con violencia,1,24
SOTELO,primera,Robo a negocio con violencia,3,24
SOTELO,primera,Robo a pasajero a bordo de microbús con y sin violencia,1,24
SOTELO,primera,Robo a repartidor con y sin violencia,1,24
SOTELO,primera,Robo a transeúnte en vía pública con violencia,13,24
SOTELO,primera,Robo de vehículo con violencia,1,24
SOTELO,primera,Robo de vehículo sin violencia,4,24
SOTELO,segunda,Homicidio doloso,3,39
SOTELO,segunda,Robo a casa habitación con violencia,1,39
SOTELO,segunda,Robo a negocio con violencia,9,39
SOTELO,segunda,Robo a pasajero a bordo de taxi con violencia,1,39
SOTELO,segunda,Robo a repartidor con y sin violencia,1,39
SOTELO,segunda,Robo a transeúnte en vía pública con violencia,17,39
SOTELO,segunda,Robo de vehículo sin violencia,6,39
SOTELO,segunda,Secuestro,1,39
Sin Sector,primera,Homicidio doloso,8,220
Sin Sector,primera,Lesiones dolosas por disparo de arma de fuego,50,220
Sin Sector,primera,Robo a casa habitación con violencia,1,220
Sin Sector,primera,Robo a cuentahabiente saliendo del cajero con violencia,2,220
Sin Sector,primera,Robo a negocio con violencia,7,220
Sin Sector,primera,Robo a pasajero a bordo de microbús con y sin violencia,10,220
Sin Sector,primera,Robo a pasajero a bordo de taxi con violencia,7,220
Sin Sector,primera,Robo a pasajero a bordo del metro con violencia,1,220
Sin Sector,primera,Robo a repartidor con y sin violencia,8,220
Sin Sector,primera,Robo a transeúnte en vía pública con violencia,14,220
Sin Sector,primera,Robo a transportista con y sin violencia,1,220
Sin Sector,primera,Robo de vehículo con violencia,23,220
Sin Sector,primera,Robo de vehículo sin violencia,88,220
Sin Sector,segunda,Homicidio doloso,6,195
Sin Sector,segunda,Lesiones dolosas por disparo de arma de fuego,59,195
Sin Sector,segunda,Robo a cuentahabiente saliendo del cajero con violencia,2,195
Sin Sector,segunda,Robo a negocio con violencia,1,195
Sin Sector,segunda,Robo a pasajero a bordo de microbús con y sin violencia,6,195
Sin Sector,segunda,Robo a pasajero a bordo de taxi con violencia,5,195
Sin Sector,segunda,Robo a pasajero a bordo del metro con violencia,1,195
Sin Sector,segunda,Robo a repartidor con y sin violencia,3,195
Sin Sector,segunda,Robo a transeúnte en vía pública con violencia,12,195
Sin Sector,segunda,Robo de vehículo con violencia,11,195
Sin Sector,segunda,Robo de vehículo sin violencia,88,195
Sin Sector,segunda,Secuestro,1,195
TACUBA,primera,Homicidio doloso,8,88
TACUBA,primera,Robo a negocio con violencia,13,88
TACUBA,primera,Robo a repartidor con y sin violencia,4,88
TACUBA,primera,Robo a transeúnte en vía pública con violencia,49,88
TACUBA,primera,Robo de vehículo con violencia,2,88
TACUBA,primera,Robo de vehículo sin violencia,12,88
TACUBA,segunda,Homicidio doloso,2,101
TACUBA,segunda,Lesiones dolosas por disparo de arma de fuego,1,101
TACUBA,segunda,Robo a casa habitación con violencia,1,101
TACUBA,segunda,Robo a negocio con violencia,24,101
TACUBA,segunda,Robo a pasajero a bordo de microbús con y sin violencia,2,101
TACUBA,segunda,Robo a repartidor con y sin violencia,6,101
TACUBA,segunda,Robo a transeúnte en vía pública con violencia,39,101
TACUBA,segunda,Robo de vehículo con violencia,5,101
TACUBA,segunda,Robo de vehículo sin violencia,21,101
TACUBAYA,primera,Homicidio doloso,1,45
TACUBAYA,primera,Lesiones dolosas por disparo de arma de fuego,2,45
TACUBAYA,primera,Robo a negocio con violencia,5,45
TACUBAYA,primera,Robo a pasajero a bordo de microbús con y sin violencia,1,45
TACUBAYA,primera,Robo a transeúnte en vía pública con violencia,28,45
TACUBAYA,primera,Robo de vehículo con violencia,1,45
TACUBAYA,primera,Robo de vehículo sin violencia,7,45
TACUBAYA,segunda,Robo a negocio con violencia,2,37
TACUBAYA,segunda,Robo a repartidor con y sin violencia,1,37
TACUBAYA,segunda,Robo a transeúnte en vía pública con violencia,25,37
TACUBAYA,segunda,Robo de vehículo sin violencia,9,37
TAXQUEÑA,primera,Homicidio doloso,4,59
TAXQUEÑA,primera,Robo a negocio con violencia,10,59
TAXQUEÑA,primera,Robo a pasajero a bordo de microbús con y sin violencia,1,59
TAXQUEÑA,primera,Robo a transeúnte en vía pública con violencia,25,59
TAXQUEÑA,primera,Robo de vehículo con violencia,3,59
TAXQUEÑA,primera,Robo de vehículo sin violencia,16,59
TAXQUEÑA,segunda,Homicidio doloso,2,63
TAXQUEÑA,segunda,Lesiones dolosas por disparo de arma de fuego,1,63
TAXQUEÑA,segunda,Robo a negocio con violencia,10,63
TAXQUEÑA,segunda,Robo a pasajero a bordo de microbús con y sin violencia,2,63
TAXQUEÑA,segunda,Robo a pasajero a bordo de taxi con violencia,1,63
TAXQUEÑA,segunda,Robo a pasajero a bordo del metro con violencia,1,63
TAXQUEÑA,segunda,Robo a repartidor con y sin violencia,2,63
TAXQUEÑA,segunda,Robo a transeúnte en vía pública con violencia,17,63
TAXQUEÑA,segunda,Robo de vehículo con violencia,5,63
TAXQUEÑA,segunda,Robo de vehículo sin violencia,22,63
TECOMITL,primera,Homicidio doloso,2,8
TECOMITL,primera,Robo de vehículo con violencia,1,8
TECOMITL,primera,Robo de vehículo sin violencia,5,8
TECOMITL,segunda,Homicidio doloso,1,14
TECOMITL,segunda,Robo a transeúnte en vía pública con violencia,5,14
TECOMITL,segunda,Robo de vehículo con violencia,4,14
TECOMITL,segunda,Robo de vehículo sin violencia,4,14
TEOTONGO,primera,Homicidio doloso,3,84
TEOTONGO,primera,Lesiones dolosas por disparo de arma de fuego,1,84
TEOTONGO,primera,Robo a casa habitación con violencia,1,84
TEOTONGO,primera,Robo a negocio con violencia,8,84
TEOTONGO,primera,Robo a pasajero a bordo de microbús con y sin violencia,2,84
TEOTONGO,primera,Robo a pasajero a bordo de taxi con violencia,1,84
TEOTONGO,primera,Robo a transeúnte en vía pública con violencia,37,84
TEOTONGO,primera,Robo de vehículo con violencia,9,84
TEOTONGO,primera,Robo de vehículo sin violencia,22,84
TEOTONGO,segunda,Homicidio doloso,3,80
TEOTONGO,segunda,Lesiones dolosas por disparo de arma de fuego,3,80
TEOTONGO,segunda,Robo a casa habitación con violencia,1,80
TEOTONGO,segunda,Robo a cuentahabiente saliendo del cajero con violencia,2,80
TEOTONGO,segunda,Robo a negocio con violencia,6,80
TEOTONGO,segunda,Robo a pasajero a bordo de microbús con y sin violencia,1,80
TEOTONGO,segunda,Robo a repartidor con y sin violencia,6,80
TEOTONGO,segunda,Robo a transeúnte en vía pública con violencia,34,80
TEOTONGO,segunda,Robo de vehículo con violencia,8,80
TEOTONGO,segunda,Robo de vehículo sin violencia,16,80
TEPEPAN,primera,Homicidio doloso,9,85
TEPEPAN,primera,Lesiones dolosas por disparo de arma de fuego,3,85
TEPEPAN,primera,Robo a casa habitación con violencia,3,85
TEPEPAN,primera,Robo a negocio con violencia,9,85
TEPEPAN,primera,Robo a pasajero a bordo de microbús con y sin violencia,3,85
TEPEPAN,primera,Robo a repartidor con y sin violencia,6,85
TEPEPAN,primera,Robo a transeúnte en vía pública con violencia,22,85
TEPEPAN,primera,Robo de vehículo con violencia,11,85
TEPEPAN,primera,Robo de vehículo sin violencia,18,85
TEPEPAN,primera,Secuestro,1,85
TEPEPAN,segunda,Homicidio doloso,6,63
TEPEPAN,segunda,Lesiones dolosas por disparo de arma de fuego,4,63
TEPEPAN,segunda,Robo a casa habitación con violencia,1,63
TEPEPAN,segunda,Robo a negocio con violencia,2,63
TEPEPAN,segunda,Robo a repartidor con y sin violencia,3,63
TEPEPAN,segunda,Robo a transeúnte en vía pública con violencia,17,63
TEPEPAN,segunda,Robo de vehículo con violencia,7,63
TEPEPAN,segunda,Robo de vehículo sin violencia,23,63
TEPEYAC,primera,Homicidio doloso,1,45
TEPEYAC,primera,Robo a casa habitación con violencia,1,45
TEPEYAC,primera,Robo a negocio con violencia,1,45
TEPEYAC,primera,Robo a pasajero a bordo de microbús con y sin violencia,1,45
TEPEYAC,primera,Robo a pasajero a bordo de taxi con violencia,1,45
TEPEYAC,primera,Robo a repartidor con y sin violencia,1,45
TEPEYAC,primera,Robo a transeúnte en vía pública con violencia,19,45
TEPEYAC,primera,Robo a transportista con y sin violencia,1,45
TEPEYAC,primera,Robo de vehículo con violencia,8,45
TEPEYAC,primera,Robo de vehículo sin violencia,11,45
TEPEYAC,segunda,Homicidio doloso,2,53
TEPEYAC,segunda,Lesiones dolosas por disparo de arma de fuego,2,53
TEPEYAC,segunda,Robo a cuentahabiente saliendo del cajero con violencia,4,53
TEPEYAC,segunda,Robo a negocio con violencia,5,53
TEPEYAC,segunda,Robo a pasajero a bordo de microbús con y sin violencia,1,53
TEPEYAC,segunda,Robo a pasajero a bordo de taxi con violencia,1,53
TEPEYAC,segunda,Robo a pasajero a bordo del metro con violencia,1,53
TEPEYAC,segunda,Robo a repartidor con y sin violencia,1,53
TEPEYAC,segunda,Robo a transeúnte en vía pública con violencia,19,53
TEPEYAC,segunda,Robo de vehículo con violencia,8,53
TEPEYAC,segunda,Robo de vehículo sin violencia,9,53
TEZONCO,primera,Homicidio doloso,9,121
TEZONCO,primera,Lesiones dolosas por disparo de arma de fuego,5,121
TEZONCO,primera,Robo a casa habitación con violencia,2,121
TEZONCO,primera,Robo a cuentahabiente saliendo del cajero con violencia,2,121
TEZONCO,primera,Robo a negocio con violencia,4,121
TEZONCO,primera,Robo a pasajero a bordo de microbús con y sin violencia,6,121
TEZONCO,primera,Robo a pasajero a bordo de taxi con violencia,1,121
TEZONCO,primera,Robo a repartidor con y sin violencia,3,121
TEZONCO,primera,Robo a transeúnte en vía pública con violencia,33,121
TEZONCO,primera,Robo de vehículo con violencia,14,121
TEZONCO,primera,Robo de vehículo sin violencia,42,121
TEZONCO,segunda,Homicidio doloso,12,127
TEZONCO,segunda,Lesiones dolosas por disparo de arma de fuego,5,127
TEZONCO,segunda,Robo a casa habitación con violencia,1,127
TEZONCO,segunda,Robo a negocio con violencia,15,127
TEZONCO,segunda,Robo a pasajero a bordo de microbús con y sin violencia,5,127
TEZONCO,segunda,Robo a repartidor con y sin violencia,7,127
TEZONCO,segunda,Robo a transeúnte en vía pública con violencia,46,127
TEZONCO,segunda,Robo de vehículo con violencia,7,127
TEZONCO,segunda,Robo de vehículo sin violencia,29,127
TICOMAN,primera,Homicidio doloso,4,58
TICOMAN,primera,Lesiones dolosas por disparo de arma de fuego,1,58
TICOMAN,primera,Robo a casa habitación con violencia,1,58
TICOMAN,primera,Robo a cuentahabiente saliendo del cajero con violencia,2,58
TICOMAN,primera,Robo a negocio con violencia,9,58
TICOMAN,primera,Robo a pasajero a bordo de taxi con violencia,1,58
TICOMAN,primera,Robo a repartidor con y sin violencia,3,58
TICOMAN,primera,Robo a transeúnte en vía pública con violencia,10,58
TICOMAN,primera,Robo de vehículo con violencia,9,58
TICOMAN,primera,Robo de vehículo sin violencia,18,58
TICOMAN,segunda,Homicidio doloso,2,46
TICOMAN,segunda,Robo a pasajero a bordo de microbús con y sin violencia,2,46
TICOMAN,segunda,Robo a repartidor con y sin violencia,4,46
TICOMAN,segunda,Robo a transeúnte en vía pública con violencia,9,46
TICOMAN,segunda,Robo de vehículo con violencia,6,46
TICOMAN,segunda,Robo de vehículo sin violencia,23,46
TLACOTAL,primera,Homicidio doloso,2,66
TLACOTAL,primera,Lesiones dolosas por disparo de arma de fuego,3,66
TLACOTAL,primera,Robo a negocio con violencia,7,66
TLACOTAL,primera,Robo a pasajero a bordo de taxi con violencia,1,66
TLACOTAL,primera,Robo a pasajero a bordo del metro con violencia,1,66
TLACOTAL,primera,Robo a repartidor con y sin violencia,1,66
TLACOTAL,primera,Robo a transeúnte en vía pública con violencia,25,66
TLACOTAL,primera,Robo de vehículo con violencia,7,66
TLACOTAL,primera,Robo de vehículo sin violencia,19,66
TLACOTAL,segunda,Homicidio doloso,3,76
TLACOTAL,segunda,Lesiones dolosas por disparo de arma de fuego,2,76
TLACOTAL,segunda,Robo a casa habitación con violencia,2,76
TLACOTAL,segunda,Robo a cuentahabiente saliendo del cajero con violencia,1,76
TLACOTAL,segunda,Robo a negocio con violencia,5,76
TLACOTAL,segunda,Robo a pasajero a bordo de microbús con y sin violencia,5,76
TLACOTAL,segunda,Robo a repartidor con y sin violencia,3,76
TLACOTAL,segunda,Robo a transeúnte en vía pública con violencia,28,76
TLACOTAL,segunda,Robo de vehículo con violencia,11,76
TLACOTAL,segunda,Robo de vehículo sin violencia,16,76
TLATELOLCO,primera,Lesiones dolosas por disparo de arma de fuego,1,37
TLATELOLCO,primera,Robo a casa habitación con violencia,1,37
