fecha_inicio,categoria_delito,nombre_sec
2025-04-30,Robo a transeúnte en vía pública con violencia,TICOMAN
2025-05-30,Robo de vehículo sin violencia,TICOMAN
2025-05-22,Robo de vehículo sin violencia,TICOMAN
2025-04-22,Robo de vehículo sin violencia,TICOMAN
2025-06-20,Robo de vehículo sin violencia,TICOMAN
2025-06-05,Robo a repartidor con y sin violencia,TICOMAN
2025-04-19,Robo a negocio con violencia,TICOMAN
2025-06-24,Robo a negocio con violencia,TICOMAN
2025-04-22,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-04-23,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-05-06,Robo de vehículo sin violencia,IZTACCIHUATL
2025-07-24,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-07-28,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-06-21,Robo de vehículo sin violencia,IZTACCIHUATL
2025-06-25,Robo de vehículo sin violencia,IZTACCIHUATL
2025-07-09,Robo de vehículo con violencia,TICOMAN
2025-05-02,Robo a transeúnte en vía pública con violencia,TICOMAN
2025-05-15,Robo a negocio con violencia,TICOMAN
2025-06-09,Robo a negocio con violencia,TICOMAN
2025-05-30,Robo de vehículo sin violencia,IZTACCIHUATL
2025-08-13,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-05-02,Robo de vehículo sin violencia,IZTACCIHUATL
2025-06-18,Lesiones dolosas por disparo de arma de fuego,IZTACCIHUATL
2025-04-27,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-05-16,Robo de vehículo sin violencia,IZTACCIHUATL
2025-05-05,Robo a repartidor con y sin violencia,IZTACCIHUATL
2025-06-03,Robo de vehículo sin violencia,IZTACCIHUATL
2025-06-20,Robo de vehículo sin violencia,IZTACCIHUATL
2025-04-24,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-05-06,Robo de vehículo con violencia,IZTACCIHUATL
2025-05-05,Robo de vehículo sin violencia,IZTACCIHUATL
2025-05-14,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-06-04,Robo a negocio con violencia,IZTACCIHUATL
2025-04-23,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-04-22,Robo a casa habitación con violencia,IZTACCIHUATL
2025-08-01,Robo de vehículo sin violencia,IZTACCIHUATL
2025-05-04,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-05-13,Robo de vehículo sin violencia,IZTACCIHUATL
2025-07-14,Robo de vehículo sin violencia,IZTACCIHUATL
2025-05-27,Robo de vehículo sin violencia,IZTACCIHUATL
2025-07-05,Robo de vehículo sin violencia,IZTACCIHUATL
2025-05-12,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-06-08,Robo de vehículo sin violencia,IZTACCIHUATL
2025-05-14,Robo de vehículo sin violencia,IZTACCIHUATL
2025-05-30,Robo de vehículo sin violencia,IZTACCIHUATL
2025-05-24,Robo de vehículo sin violencia,TICOMAN
2025-08-14,Robo de vehículo con violencia,TICOMAN
2025-04-24,Robo de vehículo sin violencia,IZTACCIHUATL
2025-06-22,Robo a negocio con violencia,IZTACCIHUATL
2025-08-14,Robo de vehículo con violencia,IZTACCIHUATL
2025-04-22,Robo de vehículo sin violencia,IZTACCIHUATL
2025-07-08,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-07-08,Robo de vehículo sin violencia,IZTACCIHUATL
2025-06-12,Robo a transeúnte en vía pública con violencia,IZTACCIHUATL
2025-04-29,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-05-18,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-07-09,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-06-05,Robo a negocio con violencia,PANTITLAN
2025-07-31,Robo de vehículo sin violencia,PANTITLAN
2025-05-23,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-05-28,Robo de vehículo sin violencia,PANTITLAN
2025-06-13,Robo de vehículo sin violencia,PANTITLAN
2025-05-07,Robo de vehículo sin violencia,PANTITLAN
2025-04-29,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-08-13,Robo de vehículo sin violencia,PANTITLAN
2025-06-03,Robo de vehículo sin violencia,PANTITLAN
2025-07-19,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-08-01,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-06-03,Robo de vehículo sin violencia,PANTITLAN
2025-04-17,Robo de vehículo sin violencia,PANTITLAN
2025-07-27,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-05-26,Lesiones dolosas por disparo de arma de fuego,PANTITLAN
2025-04-26,Robo a negocio con violencia,PANTITLAN
2025-05-24,Robo de vehículo sin violencia,PANTITLAN
2025-08-08,Robo de vehículo sin violencia,PANTITLAN
2025-06-08,Robo de vehículo sin violencia,IZTACCIHUATL
2025-05-11,Lesiones dolosas por disparo de arma de fuego,IZTACCIHUATL
2025-05-08,Robo de vehículo sin violencia,PANTITLAN
2025-05-06,Homicidio doloso,PANTITLAN
2025-07-08,Robo de vehículo sin violencia,PANTITLAN
2025-07-10,Robo de vehículo sin violencia,PANTITLAN
2025-04-26,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-05-18,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-05-20,Robo a negocio con violencia,PANTITLAN
2025-06-12,Robo a negocio con violencia,PANTITLAN
2025-05-12,Robo a negocio con violencia,PANTITLAN
2025-07-07,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-06-21,Robo a negocio con violencia,PANTITLAN
2025-06-27,Robo de vehículo sin violencia,PANTITLAN
2025-05-23,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-05-01,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-07-28,Robo de vehículo sin violencia,TLACOTAL
2025-07-09,Robo a repartidor con y sin violencia,PANTITLAN
2025-08-05,Robo de vehículo sin violencia,PANTITLAN
2025-08-04,Robo de vehículo sin violencia,PANTITLAN
2025-04-19,Robo a negocio con violencia,TLACOTAL
2025-07-06,Robo de vehículo sin violencia,PANTITLAN
2025-06-30,Robo de vehículo sin violencia,PANTITLAN
2025-06-01,Robo de vehículo sin violencia,PANTITLAN
2025-05-25,Robo de vehículo con violencia,PANTITLAN
2025-06-17,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-05-03,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-05-02,Robo de vehículo sin violencia,PANTITLAN
2025-07-28,Robo de vehículo sin violencia,PANTITLAN
2025-06-12,Robo a negocio con violencia,PANTITLAN
2025-06-28,Robo de vehículo sin violencia,PANTITLAN
2025-05-16,Robo de vehículo sin violencia,PANTITLAN
2025-05-22,Robo de vehículo sin violencia,PANTITLAN
2025-04-22,Robo a negocio con violencia,PANTITLAN
2025-07-06,Robo a repartidor con y sin violencia,PANTITLAN
2025-07-20,Robo a negocio con violencia,PANTITLAN
2025-06-10,Robo a pasajero a bordo de microbús con y sin violencia,PANTITLAN
2025-07-24,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-04-30,Robo de vehículo sin violencia,PANTITLAN
2025-05-11,Robo de vehículo con violencia,PANTITLAN
2025-06-14,Robo de vehículo sin violencia,PANTITLAN
2025-07-20,Robo de vehículo sin violencia,IZTACCIHUATL
2025-06-28,Robo a casa habitación con violencia,IZTACCIHUATL
2025-06-21,Lesiones dolosas por disparo de arma de fuego,IZTACCIHUATL
2025-05-07,Robo a repartidor con y sin violencia,IZTACCIHUATL
2025-06-23,Robo de vehículo sin violencia,IZTACCIHUATL
2025-04-30,Robo a pasajero a bordo del metro con violencia,PANTITLAN
2025-07-18,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-06-09,Robo de vehículo sin violencia,PANTITLAN
2025-06-07,Robo de vehículo sin violencia,PANTITLAN
2025-06-14,Robo de vehículo sin violencia,PANTITLAN
2025-04-26,Robo de vehículo sin violencia,PANTITLAN
2025-05-17,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-07-03,Homicidio doloso,PANTITLAN
2025-07-18,Homicidio doloso,PANTITLAN
2025-07-05,Robo a repartidor con y sin violencia,PANTITLAN
2025-08-10,Robo de vehículo sin violencia,PANTITLAN
2025-08-06,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-06-20,Robo de vehículo sin violencia,PANTITLAN
2025-06-04,Robo a repartidor con y sin violencia,PANTITLAN
2025-05-20,Robo de vehículo sin violencia,TLACOTAL
2025-07-30,Robo de vehículo sin violencia,PANTITLAN
2025-05-18,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-06-15,Robo de vehículo sin violencia,PANTITLAN
2025-08-13,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-06-03,Robo de vehículo sin violencia,PANTITLAN
2025-06-04,Robo de vehículo sin violencia,PANTITLAN
2025-05-25,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-05-01,Robo de vehículo sin violencia,TLACOTAL
2025-05-08,Robo a transeúnte en vía pública con violencia,PANTITLAN
2025-05-06,Robo de vehículo sin violencia,PANTITLAN
2025-04-21,Robo de vehículo sin violencia,PANTITLAN
2025-05-13,Robo de vehículo sin violencia,PANTITLAN
2025-05-05,Robo de vehículo sin violencia,PANTITLAN
2025-06-26,Robo a repartidor con y sin violencia,PANTITLAN
2025-07-22,Robo de vehículo sin violencia,PANTITLAN
2025-08-13,Robo de vehículo sin violencia,PANTITLAN
2025-04-30,Robo de vehículo sin violencia,TLACOTAL
2025-07-19,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-06-15,Robo de vehículo con violencia,TLACOTAL
2025-06-05,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-05-10,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-07-25,Robo de vehículo sin violencia,TLACOTAL
2025-07-31,Robo de vehículo sin violencia,TLACOTAL
2025-04-26,Robo de vehículo con violencia,TLACOTAL
2025-05-19,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-08-08,Homicidio doloso,PANTITLAN
2025-07-15,Robo de vehículo sin violencia,PANTITLAN
2025-08-01,Robo de vehículo sin violencia,TLACOTAL
2025-07-07,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-07-12,Robo de vehículo sin violencia,TLACOTAL
2025-06-03,Robo de vehículo sin violencia,TLACOTAL
2025-05-19,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-08-04,Robo de vehículo sin violencia,TLACOTAL
2025-04-18,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-07-22,Robo de vehículo sin violencia,TLACOTAL
2025-07-05,Robo de vehículo sin violencia,TLACOTAL
2025-06-08,Robo de vehículo con violencia,TLACOTAL
2025-06-06,Robo de vehículo con violencia,TLACOTAL
2025-04-21,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-05-08,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-07-04,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-07-14,Robo de vehículo sin violencia,TLACOTAL
2025-05-29,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-07-09,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-06-15,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-05-23,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-06-26,Robo a casa habitación con violencia,TLACOTAL
2025-07-13,Robo de vehículo sin violencia,TLACOTAL
2025-07-10,Robo de vehículo sin violencia,TLACOTAL
2025-04-28,Robo de vehículo sin violencia,TLACOTAL
2025-05-01,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-04-24,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-05-19,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-04-27,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-06-29,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-06-27,Robo de vehículo sin violencia,TLACOTAL
2025-05-20,Robo de vehículo sin violencia,TLACOTAL
2025-06-05,Robo a negocio con violencia,PANTITLAN
2025-07-02,Robo de vehículo sin violencia,PANTITLAN
2025-08-08,Robo de vehículo sin violencia,PANTITLAN
2025-07-02,Robo de vehículo sin violencia,TLACOTAL
2025-05-28,Robo de vehículo sin violencia,TLACOTAL
2025-08-03,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-08-03,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-06-24,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-04-27,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-05-03,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-06-11,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-05-30,Robo de vehículo sin violencia,TLACOTAL
2025-06-15,Robo de vehículo sin violencia,TLACOTAL
2025-05-18,Robo de vehículo sin violencia,TLACOTAL
2025-05-28,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-07-03,Robo de vehículo con violencia,TLACOTAL
2025-05-14,Robo de vehículo con violencia,TLACOTAL
2025-05-28,Robo de vehículo sin violencia,TLACOTAL
2025-06-04,Robo de vehículo sin violencia,TLACOTAL
2025-06-30,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-07-09,Robo de vehículo sin violencia,TLACOTAL
2025-05-30,Robo de vehículo sin violencia,TLACOTAL
2025-06-10,Robo de vehículo sin violencia,TLACOTAL
2025-05-10,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-07-16,Robo de vehículo sin violencia,TLACOTAL
2025-06-19,Homicidio doloso,TLACOTAL
2025-06-06,Robo de vehículo sin violencia,TLACOTAL
2025-07-24,Robo de vehículo sin violencia,TLACOTAL
2025-07-02,Robo de vehículo con violencia,TLACOTAL
2025-08-15,Robo de vehículo sin violencia,TLACOTAL
2025-04-29,Robo de vehículo sin violencia,TLACOTAL
2025-08-09,Robo de vehículo con violencia,PANTITLAN
2025-07-18,Robo de vehículo sin violencia,TLACOTAL
2025-07-09,Robo de vehículo sin violencia,TLACOTAL
2025-05-20,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-06-05,Robo de vehículo sin violencia,TLACOTAL
2025-04-30,Robo de vehículo sin violencia,TLACOTAL
2025-04-26,Robo a casa habitación con violencia,TLACOTAL
2025-07-23,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-05-14,Robo de vehículo sin violencia,TLACOTAL
2025-05-14,Robo de vehículo sin violencia,TLACOTAL
2025-07-25,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-06-09,Robo de vehículo sin violencia,TLACOTAL
2025-05-22,Homicidio doloso,TLACOTAL
2025-08-05,Robo de vehículo sin violencia,ARENAL
2025-08-14,Robo a transeúnte en vía pública con violencia,ARENAL
2025-06-10,Robo de vehículo sin violencia,ARENAL
2025-08-15,Robo a transeúnte en vía pública con violencia,ARENAL
2025-07-06,Robo de vehículo sin violencia,ARENAL
2025-04-24,Robo a transeúnte en vía pública con violencia,ARENAL
2025-05-11,Robo a transeúnte en vía pública con violencia,ARENAL
2025-04-19,Robo a negocio con violencia,ARENAL
2025-06-09,Robo de vehículo sin violencia,ARENAL
2025-05-05,Robo de vehículo sin violencia,ARENAL
2025-04-23,Robo a negocio con violencia,ARENAL
2025-07-26,Robo a transeúnte en vía pública con violencia,ARENAL
2025-05-15,Robo a transeúnte en vía pública con violencia,ARENAL
2025-05-10,Robo a transeúnte en vía pública con violencia,ARENAL
2025-07-11,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-04-25,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-05-22,Robo de vehículo sin violencia,CONGRESO
2025-06-26,Robo a pasajero a bordo de microbús con y sin violencia,ARENAL
2025-04-25,Lesiones dolosas por disparo de arma de fuego,ARENAL
2025-05-21,Robo de vehículo sin violencia,ARENAL
2025-05-25,Robo a transeúnte en vía pública con violencia,ARENAL
2025-08-15,Robo a transeúnte en vía pública con violencia,ARENAL
2025-08-04,Robo de vehículo sin violencia,ARENAL
2025-07-05,Robo de vehículo sin violencia,ARENAL
2025-05-14,Robo a transeúnte en vía pública con violencia,ARENAL
2025-07-03,Robo de vehículo con violencia,ARENAL
2025-06-13,Robo de vehículo sin violencia,ARENAL
2025-06-13,Robo de vehículo sin violencia,ARENAL
2025-05-13,Robo a transeúnte en vía pública con violencia,ARENAL
2025-06-04,Robo de vehículo sin violencia,TLACOTAL
2025-06-21,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-07-15,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-05-10,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-08-07,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-05-26,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-06-28,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-06-04,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-04-23,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-05-09,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-04-22,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-07-31,Robo de vehículo sin violencia,TLACOTAL
2025-07-19,Robo de vehículo con violencia,TLACOTAL
2025-06-30,Robo a transeúnte en vía pública con violencia,TLACOTAL
2025-04-17,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-04-19,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-04-24,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-06-23,Robo de vehículo sin violencia,CONSULADO
2025-08-05,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-08-04,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-04-20,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-07-18,Robo de vehículo sin violencia,CONGRESO
2025-05-27,Robo de vehículo sin violencia,CONGRESO
2025-06-10,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-04-30,Robo de vehículo sin violencia,CONGRESO
2025-06-13,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-08-09,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-06-19,Homicidio doloso,CONGRESO
2025-04-22,Robo a negocio con violencia,CONGRESO
2025-07-01,Robo a negocio con violencia,CONGRESO
2025-05-16,Homicidio doloso,CONGRESO
2025-04-27,Homicidio doloso,CONGRESO
2025-05-28,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-06-09,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-08-06,Robo de vehículo sin violencia,CONGRESO
2025-07-02,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-06-15,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-07-08,Robo de vehículo sin violencia,CONSULADO
2025-07-02,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-07-31,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-05-06,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-07-28,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-06-24,Robo de vehículo sin violencia,CONGRESO
2025-06-20,Homicidio doloso,CONGRESO
2025-07-28,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-07-15,Robo de vehículo con violencia,ARENAL
2025-05-25,Homicidio doloso,ARENAL
2025-05-16,Robo de vehículo sin violencia,CONGRESO
2025-07-19,Homicidio doloso,CONGRESO
2025-07-11,Robo de vehículo con violencia,CONSULADO
2025-07-22,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-07-01,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-08-09,Homicidio doloso,CONSULADO
2025-06-02,Robo de vehículo sin violencia,CONSULADO
2025-05-05,Lesiones dolosas por disparo de arma de fuego,CONSULADO
2025-06-01,Robo a negocio con violencia,CONSULADO
2025-08-06,Robo a negocio con violencia,CONSULADO
2025-07-17,Homicidio doloso,CONSULADO
2025-06-16,Homicidio doloso,CONSULADO
2025-04-23,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-04-23,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-06-09,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-05-23,Robo de vehículo sin violencia,CONSULADO
2025-06-22,Robo de vehículo sin violencia,CONSULADO
2025-06-18,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-04-23,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-05-05,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-05-17,Robo a pasajero a bordo de taxi con violencia,CONSULADO
2025-06-28,Robo de vehículo sin violencia,CONSULADO
2025-04-29,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-06-07,Robo a repartidor con y sin violencia,CONSULADO
2025-05-28,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-06-27,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-08-15,Robo de vehículo sin violencia,CONSULADO
2025-04-19,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-07-23,Lesiones dolosas por disparo de arma de fuego,CONSULADO
2025-06-13,Lesiones dolosas por disparo de arma de fuego,CONSULADO
2025-08-12,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-05-29,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-05-17,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-06-29,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-07-18,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-05-01,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-05-20,Robo de vehículo con violencia,MERCED-BALBUENA
2025-05-08,Robo a negocio con violencia,MERCED-BALBUENA
2025-07-11,Robo a negocio con violencia,MERCED-BALBUENA
2025-06-23,Homicidio doloso,MERCED-BALBUENA
2025-07-27,Lesiones dolosas por disparo de arma de fuego,MERCED-BALBUENA
2025-04-21,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-05-14,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-06-04,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-07-26,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-04-27,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-08-08,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-08-13,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-06-02,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-05-24,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-04-19,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-05-18,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-07-22,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-06-21,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-06-08,Lesiones dolosas por disparo de arma de fuego,MOCTEZUMA
2025-07-08,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-07-17,Robo a negocio con violencia,MERCED-BALBUENA
2025-05-22,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-08-01,Robo a transportista con y sin violencia,MERCED-BALBUENA
2025-04-18,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-07-14,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-06-09,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-08-12,Robo a negocio con violencia,MERCED-BALBUENA
2025-06-25,Robo a negocio con violencia,MERCED-BALBUENA
2025-07-29,Robo a casa habitación con violencia,MERCED-BALBUENA
2025-07-17,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-06-26,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-04-19,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-05-14,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-05-19,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-07-22,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-07-18,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-06-26,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-05-04,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-05-08,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-08-06,Robo a negocio con violencia,MERCED-BALBUENA
2025-07-06,Robo a casa habitación con violencia,MERCED-BALBUENA
2025-06-11,Robo a cuentahabiente saliendo del cajero con violencia,MERCED-BALBUENA
2025-07-23,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-06-07,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-05-14,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-05-06,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-06-03,Robo a negocio con violencia,CONGRESO
2025-06-08,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-05-25,Robo a transeúnte en vía pública con violencia,CONGRESO
2025-05-12,Robo de vehículo sin violencia,CONSULADO
2025-08-01,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-05-04,Homicidio doloso,CONSULADO
2025-05-23,Robo de vehículo sin violencia,CONSULADO
2025-05-17,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-05-06,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-04-26,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-06-18,Robo a transeúnte en vía pública con violencia,CONSULADO
2025-07-16,Homicidio doloso,CONSULADO
2025-07-04,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-06-27,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-06-30,Robo a casa habitación con violencia,MERCED-BALBUENA
2025-07-28,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-06-27,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-05-16,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-05-06,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-08-14,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-08-12,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-06-23,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-06-06,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-07-22,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-07-15,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-07-18,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-08-07,Lesiones dolosas por disparo de arma de fuego,MERCED-BALBUENA
2025-08-02,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-06-12,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-07-02,Robo a negocio con violencia,MERCED-BALBUENA
2025-06-05,Homicidio doloso,MERCED-BALBUENA
2025-05-26,Robo a negocio con violencia,MERCED-BALBUENA
2025-06-12,Robo a repartidor con y sin violencia,MERCED-BALBUENA
2025-06-05,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-08-06,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-07-22,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-06-05,Robo a transeúnte en vía pública con violencia,MERCED-BALBUENA
2025-06-02,Robo de vehículo sin violencia,MERCED-BALBUENA
2025-07-28,Robo a transeúnte en vía pública con violencia,MOCTEZUMA
2025-07-04,Robo a transeúnte en vía pública con violencia,MOCTEZUMA
2025-06-01,Robo a pasajero a bordo de taxi con violencia,MOCTEZUMA
2025-07-26,Robo de vehículo sin violencia,MOCTEZUMA
2025-07-29,Robo de vehículo sin violencia,MOCTEZUMA
2025-08-13,Robo a transeúnte en vía pública con violencia,MOCTEZUMA
2025-08-07,Robo a negocio con violencia,MOCTEZUMA
2025-06-10,Robo a negocio con violencia,MOCTEZUMA
2025-08-05,Robo a transeúnte en vía pública con violencia,MOCTEZUMA
2025-05-07,Robo a pasajero a bordo del metro con violencia,MOCTEZUMA
