nombre_sec,total_delitos_primera,total_delitos_segunda,variacion_porcentual,eficiencia
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TICOMAN,58,46,-20.69,0.20689655172413793
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
TACUBAYA,45,37,-17.78,0.17777777777777778
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
